"Project ID";"8"
"Project";"AI Hub"
"Run ID";"87"
"Run";"25.38.0-aihub UAT"
"Exported at";"2025-09-18T07:28:40.484Z"
"Closed";"No"
"Created at";"2025-09-16T01:16:19.688Z"
"Created by";"Cody Boggs"
"Forecast";"16287.496"
"Milestone";"release-25.38.0-aihub"
"Started";"Yes"
"Started at";"2025-09-16T07:36:49.251Z"
"State";"In progress"
"Untested";"391";"100%"
"Passed";"0";"0%"
"Failed";"0";"0%"
"Retest";"0";"0%"
"Blocked";"0";"0%"
"Skipped";"0";"0%"

"Case ID";"Test ID";"Test";"Result ID";"Assigned to";"Automation";"Comment";"Created at";"Created by";"Deleted";"Deleted at";"Deleted by";"Description";"Elapsed";"Estimate";"Expected";"Folder";"Forecast";"Issues";"Issues (case)";"Priority";"State";"Status";"Steps (Expected)";"Steps (Note)";"Steps (Status)";"Steps (Step)";"Tags";"Template";"Updated at";"Updated by"
"3188";"56675";"Text Enrichment using Form Recognizer in Build";"";"";"No";"";"";"";"";"";"";"<p>Test Doc: <a href=""https://drive.google.com/file/d/1EHz3bUq6kTqvTqJ2ZMc7MjkggVfCQe8E/view?usp=drive_link"">Checkbox Doc</a></p><ul><li>Create a new project in Build</li><li>Select the option: Object Detection and Multipage tables and Checkboxes </li><li>Upload the test doc</li><li>Create a ""Text"" field in Extraction and type ""What does the person select on Fatigue"" (without quotes)</li></ul>";"";"";"<ol><li>Digitization, indexation which involves text enrichment using FR should happen successfully without any errors. </li><li>Field result should be ""admits work stress""</li></ol><figure class=""image""><img src=""/attachments/view/713"" alt=""713"" /></figure>";"IBLLM";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3396";"56753";"Markdown Metadata is saved in joined record";"";"";"No";"";"";"";"";"";"";"<p>Take a document, digitize it through FR Converse. </p><p>Go to your repo, check for the generated ibdoc during map_records<br />Preview this ibdoc and check if markdown metadata is saved in this record or not.</p>";"";"";"";"IBLLM";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"28219";"56940";"Vision reasoning extraction for short doc";"";"";"No";"";"";"";"";"";"";"<p>Take a document less than 10 pages and run vision extraction on it.</p>";"";"";"<p>The data should be extracted based on the prompt.</p>";"IBLLM";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"28220";"56941";"Vision reasoning extraction for long doc";"";"";"No";"";"";"";"";"";"";"";"";"";"";"IBLLM";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2823";"56569";"Record Project creation metrics while creating the converse project";"";"";"No";"";"";"";"";"";"";"";"";"";"<p>It should record the counter metrics for every successful project creation.</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2817";"56563";"Record OpenAI token usage during when user raise a query";"";"";"No";"";"";"";"";"";"";"<p>This test case tests whether the metrics are getting appropriately recorded or not for each query.</p>";"";"";"<p>It</p><ul><li>Should record the OpenAI token exhausted for the query.</li><li>Should record the query metrics  for multi_doc model call</li><li>Should not record the query metrics for moderation model call</li></ul>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2848";"56584";"Record Converse Query count for every query raised";"";"";"No";"";"";"";"";"";"";"<p>This test case is to check whether, for every query raised in the Converse app, the query count should be recorded accordingly.</p>";"";"";"<p>It should record 1 count for each query raised in the Converse app</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2825";"56571";"Record Project creation metrics while creating the build project";"";"";"No";"";"";"";"";"";"";"<p>https://aihub-uat.internal.instabase.com/apps/metrics</p>";"";"";"<p>It should record the counter metrics for every successful project creation.</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2824";"56570";"Record App operation metrics for any operation on app";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/apps/metrics"">https://aihub-uat.internal.instabase.com/apps/metrics</a></p>";"";"";"<p>It</p><ul><li>should record counter metrics when the app is being created</li><li>should record counter metrics when the app is being updated</li><li>should record counter metrics when the app is being deleted</li></ul>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2850";"56586";"Record Token Usage for Building an App";"";"";"No";"";"";"";"";"";"";"<p>https://aihub-uat.internal.instabase.com/apps/metrics</p>";"";"";"<p>It should record the OpenAI token usage while Creating and Updating an app.</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2826";"56572";"Record App run metrics for IB-created public app on AI Hub";"";"";"No";"";"";"";"";"";"";"<p>https://aihub-uat.internal.instabase.com/apps/metrics</p>";"";"";"<p>It</p><ul><li>Should record the app run metrics for a sample data run</li><li>should record the app run metrics for a user data run</li><li>should record the OpenAi-token usage metrics for a user data run</li></ul>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2827";"56573";"Record App run metrics for private app on AI Hub";"";"";"No";"";"";"";"";"";"";"<p>https://aihub-uat.internal.instabase.com/apps/metrics</p>";"";"";"<p>It</p><ul><li>should record the app run metrics for a user data run</li><li>should record the OpenAi-token usage metrics for a user data run</li></ul>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2851";"56587";"Record Token Usage for running an app";"";"";"No";"";"";"";"";"";"";"<p>https://aihub-uat.internal.instabase.com/apps/metrics</p>";"";"";"<p>It should record the openAI token exhausted while running the batch against the app.</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2849";"56585";"Record the Converse API Project Creation metrics";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2986";"56591";"Record the APP run API metrics";"";"";"No";"";"";"";"";"";"";"<p>https://aihub-uat.internal.instabase.com/apps/metrics</p>";"";"";"<p>It </p><ul><li>Should record the App run metrics for every batch run triggered via API</li><li>Should record the OpenAI token usage metrics for every batch run triggered via API</li></ul>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2987";"56592";"Record the User Managment Dashboard in Grafana";"";"";"No";"";"";"";"";"";"";"";"";"";"<p>It should record the User Dashboard in Grafana</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2988";"56593";"Record the AIHub KPI Dashboard in Grafana";"";"";"No";"";"";"";"";"";"";"";"";"";"<p>It should record the AIHub KPI Dashboard in grafana</p>";"Metrics";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2841";"56580";"Non-Logged In User Daily Chat Query Limit";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Rate Limits";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3101";"56627";"Multi Step Converse Streaming";"";"";"No";"";"";"";"";"";"";"<p>Test Converse streaming is working correctly in Multi Step mode.</p><ul><li>Upload a sample from here<br /><a href=""https://drive.google.com/file/d/1Fww4C-s4l2kV_-mEQNaJD6ZgAVfYYRou/view?usp=sharing"">https://drive.google.com/file/d/1Fww4C-s4l2kV_-mEQNaJD6ZgAVfYYRou/view?usp=sharing</a></li><li>Check if file digitises correctly</li><li>type questions(you can refer to the json doc above) and check if the model answer is accurate for majority of questions. </li><li>Confirm the streaming and UX is working as expected.</li><li>Try to add variety of questions that involve Calculations/Search and other agents.</li></ul>";"";"";"";"Streaming";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3103";"56628";"Tracing in Converse Streaming";"";"";"No";"";"";"";"";"";"";"<p>Ensure appropriate logs and trace_id for the logs.</p><ul><li>Upload a sample from here<br />https://drive.google.com/file/d/1Fww4C-s4l2kV_-mEQNaJD6ZgAVfYYRou/view?usp=sharing</li><li>Check if file digitises correctly</li><li>type questions(you can refer to the json doc above) </li><li>Confirm the streaming and UX is working as expected.</li><li>Copy the trace id from the response headers and confirm if the trace id is present in logs.</li></ul>";"";"";"";"Streaming";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3104";"56629";"Record token and license usage";"";"";"No";"";"";"";"";"";"";"<p>Ensure appropriate units are consumed after each streaming call. Refer to <a href=""https://aihub-sandbox.internal.instabase.com/docs/aihub/pricing-policy/index.html""><u>https://aihub-sandbox.internal.instabase.com/docs/aihub/pricing-policy/index.html</u></a></p><ul><li>Upload a sample from here<br />https://drive.google.com/file/d/1Fww4C-s4l2kV_-mEQNaJD6ZgAVfYYRou/view?usp=sharing</li><li>Check if file digitises correctly</li><li>type questions(you can refer to the json doc above) </li><li>Confirm the streaming and UX is working as expected.</li><li>Confirm the correct consumption of units</li></ul>";"";"";"";"Streaming";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3105";"56630";"Capture Stats in LLM Dashboard";"";"";"No";"";"";"";"";"";"";"<p>Ensure stats like time for request completion, first token, last token, tokens mismatch with final response get populated in LLM Dashboard appropriately.</p><ul><li>Upload a sample from here<br />https://drive.google.com/file/d/1Fww4C-s4l2kV_-mEQNaJD6ZgAVfYYRou/view?usp=sharing</li><li>Check if file digitises correctly</li><li>type questions(you can refer to the json doc above) </li><li>Confirm the streaming and UX is working as expected.</li><li>Go to LLM Dashboard and verify the capture of stats</li></ul>";"";"";"";"Streaming";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3111";"56633";"Multi Doc Converse Streaming";"";"";"No";"";"";"";"";"";"";"<p>Test Converse streaming is working correctly in Multi Doc mode.</p><ul><li>Upload more than one sample from here<br />https://drive.google.com/file/d/1Fww4C-s4l2kV_-mEQNaJD6ZgAVfYYRou/view?usp=sharing</li><li>Check if file(s) digitises correctly</li><li>type questions(you can refer to the json doc above) and check if the model answer is accurate for majority of questions. </li><li>Streaming is enabled for multi doc for now. Check the UX for any flaws.</li><li>Try to add variety of questions that involve data from all of the docs you have uploaded.</li></ul>";"";"";"";"Streaming";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2845";"56581";"Create Conversation";"";"";"No";"";"";"";"";"";"";"<p>Using the  <code>POST /api/v2/aihub/converse/conversations</code> endpoint, a conversation should get created, all documents passed as part of the request body should get uploaded and processing for them triggered in the background.</p><p>If no name and description is passed for a conversation, a unique name should be assigned to the conversation.</p><p>Documents under nested folder can be uploaded to the API, they key will hold the path along with the file name. Ex: f1/w2.pdf. As part of the get_converstaion API, we should see the relative path for the file.</p><p>If no documents are passed, conversation will be created without files.</p>";"";"";"<p>The following ops should be done as part of this endpoint:</p><ol><li>Create a conversation.</li><li>Add documents in the request - To be verified by looking at the upload status returned in response.</li><li><code>name</code> for a Conversation can provided in two formats<ol><li>Query Param - <code>{base_url}/api/v2/aihub/converse/conversations?name={sample_name}</code></li><li>Body(multipart/form-data)</li></ol></li><li>Verify request with/without <code>enable_object_detection</code> - to be verified for these cases: boolean(""true""/""True"", ""false""/""False""), invalid values(any value other than boolean). To be verified using Get Settings API.</li><li>Trigger document processing in the background - To be checked by calling the Get Conversation endpoint using the conversation_id returned by this endpoint.</li></ol><p>The API should respond with a body like below when a name is provided as a param, GET <code>/api/v2/aihub/converse/conversations?name=Custom Named Conversation</code> for the conversation to be created with. Any failures in uploads should be reported.</p><pre><code class=""editor-json language-json code-block"">{
    ""id"": ""e9b244e5-0057-4aef-bed4-f8c5282693b0"",
    ""name"": ""Custom Named Conversation"",
    ""upload_status"": {
        ""success"": [
            {
                ""name"": ""img.jpg""
            },
            {
                ""name"": ""file.pdf""
            },
            {
                ""name"": ""DL.jpg""
            },
            {
                ""name"": ""corrupted.jpg""
            }
        ],
        ""failure"": [
            {
                ""name"": ""sample.abc"",
                ""reason"": ""`abc` extension not supported.""
            }
        ]
    }</code></pre><p>The API should respond with a body like below when no name is provided for the conversation to be created with. A unique should be assigned to the conversation and any failures in uploads should be reported.</p><pre><code class=""editor-json language-json code-block"">{
    ""id"": ""35c4cbfe-3f5b-41bf-b4a3-f6c6b596073c"",
    ""name"": ""Conversation 2023-08-22 04:45:15.595240"",
    ""upload_status"": {
        ""success"": [
            {
                ""name"": ""img.jpg""
            },
            {
                ""name"": ""file.pdf""
            },
            {
                ""name"": ""DL.jpg""
            },
            {
                ""name"": ""corrupted.jpg""
            }
        ],
        ""failure"": [
            {
                ""name"": ""sample.abc"",
                ""reason"": ""`abc` extension not supported.""
            }
        ]
    }
}</code></pre><p>For invalid value of enable_object_detection, the response shoule be 400 BAD REQUEST with response</p><pre><code class=""editor-json language-json code-block"">{
    ""message"": ""Invalid value for 'enable_object_detection'. Allowed values are true and false.""
}</code></pre>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2846";"56582";"Get Conversation Metadata and Document Processing status";"";"";"No";"";"";"";"";"";"";"<p>With a conversation ID created by the Create Conversation endpoint send a request to  <code>GET /api/v2/aihub/converse/conversations/&lt;conversation_id&gt;</code> to get the metadata of the conversation as well as the status of any document processing job running for the current conversation.</p><p>To get ibdoc details, use </p><p><code>GET /api/v2/aihub/converse/conversations/&lt;conversation_id&gt;?include_all_fields=True</code></p><p>Test for both Community and Commercial Conversations</p>";"";"";"<p>When a conversation has a processing job running, API should return a response like below:</p><pre><code class=""editor-json language-json code-block"">{
    ""id"": ""15cb837f-e167-4a63-8944-bbcad6e7de4e"",
    ""name"": ""Conversation 2024-01-13 12:38:00.579389"",
    ""description"": """",
    ""created_at_ms"": ""1705149481000"",
    ""updated_at_ms"": ""1705149481000"",
    ""owner"": ""vasu"",
    ""documents"": [],
    ""state"": ""RUNNING"",
    ""status"": ""Document processing in progress, Please wait!"",
    ""drive_state"": ""ACTIVE"",
    ""migration_required"": false
}</code></pre><p>When a conversation has a failed processing job, API should return a response like below:</p><pre><code class=""editor-json language-json code-block"">{
    ""id"": ""565f6792-5d3b-47f4-9366-55aa89554f83"",
    ""name"": ""Conversation 2023-08-22 07:58:38.718764"",
    ""description"": """",
    ""created_at_ms"": ""1705149481000"",
    ""updated_at_ms"": ""1705149481000"",
    ""owner"": ""vasu"",
    ""documents"": [],
    ""state"": ""FAILED"",
    ""status"": ""All Documents failed processing!"",
    ""drive_state"": ""ACTIVE"",
    ""migration_required"": false
}</code></pre><p>When a conversation is created without documents, API should return a response like below:</p><pre><code class=""editor-json language-json code-block"">
{
    ""id"": ""4a90beb8-e76a-4df8-be8b-4bd3b1813cae"",
    ""name"": ""Conversation 2024-01-13 12:46:32.025645"",
    ""description"": """",
    ""created_at_ms"": ""1705149992000"",
    ""updated_at_ms"": ""1705149992000"",
    ""owner"": ""vasu"",
    ""documents"": [],
    ""state"": ""COMPLETE"",
    ""status"": ""No documents uploaded!"",
    ""drive_state"": ""ACTIVE"",
    ""migration_required"": false
}</code></pre><p>When a conversation has a processing job which has successfully completed, API should return a response like below:</p><pre><code class=""editor-plain language-plain code-block"">
{
    ""id"": ""e3108cb7-7954-40ae-9de4-bfd261208c78"",
    ""name"": ""community conversation"",
    ""description"": ""community conversation"",
    ""created_at_ms"": ""1700758823000"",
    ""updated_at_ms"": ""1701274957000"",
    ""owner"": ""balaram"",
    ""documents"": [
        {
            ""id"": 6099,
            ""name"": ""img.jpg""
        },
        {
            ""id"": 6100,
            ""name"": ""file.pdf""
        }
    ],
    ""state"": ""COMPLETE"",
    ""status"": ""Documents Processed!"",
    ""drive_state"": ""ACTIVE"",
    ""migration_required"": false
}</code></pre><p>When a conversation has a processing job which has successfully completed and the user has sent include_all_fields flag, API should return a response like below:</p><pre><code class=""editor-json language-json code-block"">
{
    ""id"": ""e3108cb7-7954-40ae-9de4-bfd261208c78"",
    ""name"": ""community conversation"",
    ""description"": ""community conversation"",
    ""created_at_ms"": ""1700758823000"",
    ""updated_at_ms"": ""1701274957000"",
    ""owner"": ""balaram"",
    ""documents"": [
        {
            ""id"": 6099,
            ""name"": ""img.jpg"",
            ""input_file_id"": 5577,
            ""hashed_name"": ""file_a990c629488863614b4c078b9abc4c2abb2bee83e2d691fed6b1e5674b2a5b8b.pdf"",
            ""ibdoc_path"": ""balaram/my-repo/fs/Instabase Drive/aihub/e3108cb7-7954-40ae-9de4-bfd261208c78/documents/out/file_a990c629488863614b4c078b9abc4c2abb2bee83e2d691fed6b1e5674b2a5b8b.pdf.ibdoc""
        },
        {
            ""id"": 6100,
            ""name"": ""file.pdf"",
            ""input_file_id"": 5578,
            ""hashed_name"": ""img_f0958aedee1d51d96bf8e24e5af8027c77b085759470554d2dc03d59f9cb0da2.jpg"",
            ""ibdoc_path"": ""balaram/my-repo/fs/Instabase Drive/aihub/e3108cb7-7954-40ae-9de4-bfd261208c78/documents/out/img_f0958aedee1d51d96bf8e24e5af8027c77b085759470554d2dc03d59f9cb0da2.jpg.ibdoc""
        }
    ],
    ""state"": ""COMPLETE"",
    ""status"": ""Documents Processed!"",
    ""drive_state"": ""ACTIVE"",
    ""migration_required"": false
}</code></pre>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2847";"56583";"Ask a Question";"";"";"No";"";"";"";"";"";"";"<p>Endpoint to query a single document using the <code>POST /api/v2/aihub/converse/conversations/&lt;conversation_id&gt;/prompts</code></p><p>with a request body like </p><pre><code class=""editor-json language-json code-block"">{
    ""question"": ""Extract the key details present in this document as a json"",
    ""document_ids"": [28],
    ""mode"": ""advanced""
}</code></pre><p>Test for both Community and Commercial Conversation</p>";"";"";"<p>The API should respond with a body like below</p><pre><code class=""editor-json language-json code-block"">{
    ""prompt_id"": ""34ab00be1b934d30ba66019732dd9639"",
    ""answer"": ""\n```json\n{\n  \""Driver License\"": \""Alabama\"",\n  \""License No\"": \""1234567\"",\n  \""Class\"": \""D\"",\n  \""DOB\"": \""03-21-1968\"",\n  \""Expiration\"": \""03-21-2010\"",\n  \""Name\"": {\n    \""First\"": \""Connor\"",\n    \""Last\"": \""Samples\""\n  },\n  \""Address\"": {\n    \""Street\"": \""1 Wonderful Drive\"",\n    \""City\"": \""Montgomery\"",\n    \""State\"": \""AL\"",\n    \""Zip\"": \""36104-1234\""\n  },\n  \""Endorsements\"": \""\"",\n  \""Restrictions\"": \""A\"",\n  \""Issue Date\"": \""03-21-2009\"",\n  \""Sex\"": \""F\"",\n  \""Height\"": \""5-05\"",\n  \""Eyes\"": \""BLU\"",\n  \""Weight\"": \""120\"",\n  \""Hair\"": \""BRO\"",\n  \""Director of Public Safety\"": \""Colonel Hugh B. McCall\"",\n  \""Veteran\"": true\n}\n```\n""
}</code></pre>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"2853";"56588";"Add more documents to an existing conversation";"";"";"No";"";"";"";"";"";"";"<p>To add more documents to an existing conversation. Using the endpoint <code>/api/v2/aihub/converse/conversations/&lt;conversation_id&gt;/documents</code></p><p>Cases to test:</p><ol><li>Adding documents in a similar way as added in Create Conversation endpoint.</li><li>All files failing with client side errors should be reported back under failures with the reasons for their failures.</li><li>Only one processing job should be allowed to run.</li></ol><p>Test for both Community and Commercial Conversation</p>";"";"";"<p>Cases:</p><ol><li>Documents should be allowed to get uploaded to the same conversation.</li><li>The status of the processing should be reported by the Get Conversation endpoint.</li><li>All successfully processed documents should be added to the list of documents in this conversation.</li></ol>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3050";"56610";"Delete conversation";"";"";"No";"";"";"";"";"";"";"<p>Check the delete conversation endpoint</p><p>Send a call to <code>DELETE api/v2/aihub/converse/conversations/{{conversation_id}}</code>, then send a call <code>GET api/v2/aihub/converse/conversations/{{conversation_id}}</code></p><p>Check whether the contents are removed from the file system</p><p>Test for both Community and Commercial Conversation</p>";"";"";"<p>The <code>GET api/v2/aihub/converse/conversations/{{conversation_id}}</code> endpoint should result in a 404 NOT FOUND.</p>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3051";"56611";"Delete Documents";"";"";"No";"";"";"";"";"";"";"<p>Call <code>DELETE api/v2/aihub/converse/conversations/{{conversation_id}}/documents</code> endpoint with the request body like </p><pre><code class=""editor-json language-json code-block"">{
    ""ids"": [855, 856]
}</code></pre><p>after that call <code>GET api/v2/aihub/converse/conversations/{{conversation_id}}</code> to check whether that document exists or not.</p><p>Test for both Community and Commercial Conversation</p>";"";"";"<p><code>GET api/v2/aihub/converse/conversations/{{conversation_id}}</code> shouldn't list the deleted documents under the <code>documents</code> key.</p>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3091";"56618";"List & filter Conversations";"";"";"No";"";"";"";"";"";"";"<p>Send a request to <code>GET /api/v2/aihub/converse/conversations</code></p><p>Send a request to <code>GET /api/v2/aihub/converse/conversations?type=CHAT&amp;org={{org}}&amp;workspace={{workspace}}&amp;sort_key=created_at&amp;sort_is_ascending=true&amp;search_string=Conversation</code></p><p>Test for both Community and Commercial Conversation</p>";"";"";"<p>Should only list successfully created conversations using external converse APIs with atleast one document successfully uploaded.</p>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3139";"56652";"Create Conversation - Org";"";"";"No";"";"";"";"";"";"";"<p>Similar to Create Conversation but using <code>org</code> and <code>workspace</code> parameters.</p><p>Using the  <code>POST /api/v2/aihub/converse/conversations</code> endpoint, a conversation should get created, all documents passed as part of the request body should get uploaded and processing for them triggered in the background.</p><p>If no name and description is passed for a conversation, a unique name should be assigned to the conversation.</p><p>The following ops should be done as part of this endpoint:</p><ol><li>Create a conversation.</li><li>Test org(organization_id) and workspace(workspace_id) in the body (<code>multipart/form-data</code>)</li><li>Optional parameters in body  (api to be tested with and without these parameters) - <code>name</code>, <code>description</code>, <code>enable_object_detection</code><ol><li><code>name</code> - mentioned in expected.</li><li><code>enable_object_detection</code> - to be verified for these cases: boolean(""true""/""True"", ""false""/""False""), invalid values(any value other than boolean). To be verified using Get Settings API.</li></ol></li><li>Add documents in the request - To be verified by looking at the upload status returned in response.</li><li>Trigger document processing in the background - To be checked by calling the Get Conversation endpoint using the <code>conversation_id</code> returned by this endpoint.</li></ol>";"";"";"<p>The API should respond with a body like below when a name is provided as a param (in  <code>multipart/form-data</code>) GET <code>/api/v2/aihub/converse/conversations</code> for the conversation to be created with. Any failures in uploads should be reported.</p><pre><code class=""editor-json language-json code-block"">{
    ""id"": ""e9b244e5-0057-4aef-bed4-f8c5282693b0"",
    ""name"": ""Custom Named Conversation"",
    ""upload_status"": {
        ""success"": [
            {
                ""name"": ""img.jpg""
            },
            {
                ""name"": ""file.pdf""
            },
            {
                ""name"": ""DL.jpg""
            },
            {
                ""name"": ""corrupted.jpg""
            }
        ],
        ""failure"": [
            {
                ""name"": ""sample.abc"",
                ""reason"": ""`abc` extension not supported.""
            }
        ]
    }</code></pre><p>The API should respond with a body like below when no name is provided for the conversation to be created with. A unique should be assigned to the conversation and any failures in uploads should be reported.</p><pre><code class=""editor-json language-json code-block"">{
    ""id"": ""35c4cbfe-3f5b-41bf-b4a3-f6c6b596073c"",
    ""name"": ""Conversation 2023-08-22 04:45:15.595240"",
    ""upload_status"": {
        ""success"": [
            {
                ""name"": ""img.jpg""
            },
            {
                ""name"": ""file.pdf""
            },
            {
                ""name"": ""DL.jpg""
            },
            {
                ""name"": ""corrupted.jpg""
            }
        ],
        ""failure"": [
            {
                ""name"": ""sample.abc"",
                ""reason"": ""`abc` extension not supported.""
            }
        ]
    }
}</code></pre><p>For invalid value of enable_object_detection, the response shoule be 400 BAD REQUEST with response</p><pre><code class=""editor-json language-json code-block"">{
    ""message"": ""Invalid value for 'enable_object_detection'. Allowed values are true and false.""
}</code></pre>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3140";"56653";"Get Conversation Settings";"";"";"No";"";"";"";"";"";"";"<p>Using the  <code>GET /api/v2/aihub/converse/conversations/{conversation_id}/settings</code> endpoint to get the settings for a conversation with id - <code>{conversation_id}</code></p><p>Check for projects with different settings i.e. <code>true</code> and <code>false</code> values.</p><p>Test for both Community and Commercial Conversation</p><p>P.S. - This can be tested after Create Conversation Test using a setting paramter.</p>";"";"";"<p>The settings returned should be returned as json string mentioned below:</p><pre><code class=""editor-json language-json code-block"">{
	""enable_form_recognizer"": {value}
}</code></pre>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3141";"56654";"Update Conversation Settings";"";"";"No";"";"";"";"";"";"";"<p>Using the  <code>PUT /api/v2/aihub/converse/conversations/{conversation_id}/settings</code> endpoint to update the settings for a conversation with id - <code>{conversation_id}</code></p><p>Test for both Community and Commercial Conversation</p><p>Settings to be sent as json body for the request with 4 cases:</p><p>1 - All valid settings</p><pre><code class=""editor-json language-json code-block"">{
	""enable_form_recognizer"": {valid_value}
}</code></pre><p>2 - Valid settings with invalid value </p><pre><code class=""editor-json language-json code-block"">{
	""enable_form_recognizer"": {invalid_value}
}</code></pre><p>3 - Valid and invalid settings</p><pre><code class=""editor-json language-json code-block"">{
	""enable_form_recognizer"": {value},
	""invalid_settings"": {any_value}
}</code></pre><p>4 - All invalid settings</p><pre><code class=""editor-json language-json code-block"">{
	""invalid_setting"": {any_value}
}</code></pre><p><code>valid_value</code> can be <code>true</code> or <code>false</code> for <code>enable_object_detection</code></p><p>Since the settings cannot be updated with documents, there are two cases to be tested here:</p><ol><li>Test with documents present in a conversation</li><li>Test after deleting the documents</li></ol><p>Verify for valid cases if the settings are updated or not using the Get Conversation API - <code>GET /api/v2/aihub/converse/conversations/{conversation_id}/settings</code></p>";"";"";"<p>Response with documents present</p><pre><code class=""editor-json language-json code-block"">{
    ""message"": ""Failed to update settings""
}</code></pre><p>Response with documents removed:</p><p>1 - 204 NO CONTENT</p><p>2 - 400 BAD REQUEST</p><pre><code class=""editor-json language-json code-block"">{
    ""message"": ""No valid settings were passed""
}</code></pre><p>3 - 200 OK</p><pre><code class=""editor-json language-json code-block"">{
    ""updated_settings"": {
        ""enable_form_recognizer"": {valid_value}
    },
    ""invalid_settings"": {
        ""invalid_settings"": {any_value}
    }
}</code></pre><p>4 - 400 BAD REQUEST</p><pre><code class=""editor-json language-json code-block"">{
    ""message"": ""No valid settings were passed""
}</code></pre>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3174";"56667";"Get document details";"";"";"No";"";"";"";"";"";"";"<p>Validate the get document endpoint using</p><p><code> /api/v2/aihub/converse/conversations/{{project_id}}/documents/{{doc_id}}</code></p><p> </p><p>It should return document_id, name, ibdoc_path and ibdoc_information. For nested document, name should contain relative path</p>";"";"";"<p>It should return document_id, name, ibdoc_path and ibdoc_information</p>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3227";"56697";"Create, Get, List and Delete Conversation (for an account with Community and Commercial profile";"";"";"No";"";"";"";"";"";"";"<p>Use an account with both Community and Commercial profile<br /><br /><strong>Switch to the community profile from UI</strong><br />Create a conversation <br />Go to My-Hub/Tree View and select the conversation <br />Converse with the docs<br />Delete the document from the conversation</p><p><strong>Switch to the Commercial profile from UI</strong><br />Create a conversation <br />Go to My-Hub/Tree View and select the conversation <br />Converse with the docs<br />Delete the document from the conversation</p>";"";"";"<p><strong>Only the conversation owned by this profile should be listed out in MyHub and Tree View</strong></p>";"Converse External APIs";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
